Sample	posterior	likelihood	prior	Tree.t:simulated_data_A.CFheight	Tree.t:simulated_data_A.CFlength	Tree.t:simulated_data_A.nConv	Tree.t:simulated_data_A.nUselessConvs	Tree.t:simulated_data_A.meanEdgeLength	Tree.t:simulated_data_A.meanDepartureHeight	Tree.t:simulated_data_A.locus.simulated_data_A.meanTractLength	Tree.t:simulated_data_A.locus.simulated_data_A.meanRegionLength	Tree.t:simulated_data_A.locus.simulated_data_A.meanStartSite	Tree.t:simulated_data_A.locus.simulated_data_A.meanEndSite	Tree.t:simulated_data_A.locus.simulated_data_A.randomStartSite	Tree.t:simulated_data_A.locus.simulated_data_A.randomEndSite	Tree.t:simulated_data_A.locus.simulated_data_B.meanTractLength	Tree.t:simulated_data_A.locus.simulated_data_B.meanRegionLength	Tree.t:simulated_data_A.locus.simulated_data_B.meanStartSite	Tree.t:simulated_data_A.locus.simulated_data_B.meanEndSite	Tree.t:simulated_data_A.locus.simulated_data_B.randomStartSite	Tree.t:simulated_data_A.locus.simulated_data_B.randomEndSite	popFinalSize.t:simulated_data_A	popGrowthRate.t:simulated_data_A
246000	-21348.363901643777	-20942.542233247288	-405.821668396489	3.7399088131455778	18.807982668707368	20	0	0.9119452405163658	1.2427164157200192	283.375	164.72727272727272	2147.5	2429.875	1326.0	3376.0	283.3333333333333	116.61111111111111	2312.25	2594.5833333333335	0.0	1497.0	8.641367574739798	0.6437156156606014
247000	-21385.353661735626	-20937.44739238998	-447.9062693456474	3.9840066018240825	19.89413645802186	22	0	0.8624495579277748	0.9562944702222673	301.4166666666667	173.75	2248.6666666666665	2549.0833333333335	1170.0	3376.0	439.3	174.0	2323.9	2762.2	2710.0	2909.0	12.44830768372206	0.7408244869327095
248000	-21250.706512201697	-20942.41551717272	-308.2909950289772	3.6578165441240884	18.715601983895592	14	0	0.7157683083787721	0.5971828971505981	270.0	232.66666666666666	1721.5	1990.5	3164.0	763.0	331.8333333333333	219.28571428571428	2205.1666666666665	2536.0	4398.0	674.0	7.586063762849173	0.6637441369567592
249000	-21272.053382392256	-20944.855743613094	-327.19763877916296	3.661394970091856	19.029108429456628	16	0	0.6168190980116895	0.9471849423593193	466.90909090909093	239.14285714285714	2449.3636363636365	2915.2727272727275	0.0	2286.0	476.8	265.85714285714283	1923.4	2399.2	2733.0	615.0	10.341928672992893	0.9550109661091819
250000	-21266.1998582665	-20949.37888118627	-316.8209770802311	3.8311454648156578	18.801135960051983	14	0	0.8721143464255163	0.8657405574353125	477.125	223.23076923076923	2296.125	2772.25	1780.0	2286.0	404.6666666666667	205.5	1982.5	2386.1666666666665	160.0	4299.0	7.930615153337722	0.8115605001451657
251000	-21329.55673982538	-20951.075354793713	-378.4813850316674	3.718213836410627	18.856027255949613	18	0	0.5403317097373852	0.9009281089830564	364.8333333333333	364.8333333333333	2243.3333333333335	2607.1666666666665	2561.0	1027.0	378.1666666666667	183.72222222222223	1727.25	2104.4166666666665	0.0	1558.0	9.915775185846114	0.8009303780702639
252000	-21318.563172028356	-20944.1839762038	-374.3791958245566	3.463098924057485	18.247232639301902	18	0	0.6267514416550659	0.9652042715303545	374.3	181.875	1931.5	2304.8	1780.0	2696.0	364.25	228.88888888888889	2066.25	2429.5	1289.0	2909.0	11.640535105093813	0.7434687388981845
253000	-21259.245029283673	-20948.72057163206	-310.5244576516128	3.7226297809035795	19.739973469594396	14	0	0.7685873303922809	0.79464099435175	351.1111111111111	242.75	2397.0	2747.1111111111113	2228.0	4132.0	377.0	236.33333333333334	1904.4	2280.4	2740.0	2241.0	9.560447976206214	0.926471089871929
254000	-21339.43680634156	-20944.666161673307	-394.7706446682519	3.8011599286151383	18.957357153872533	20	1	0.5002854746689047	1.4255379538037531	423.9166666666667	158.8421052631579	2697.5	3120.4166666666665	1948.0	2531.0	402.875	224.5	1370.375	1772.25	3430.0	651.0	6.863791882393711	0.8166650842253854
255000	-21271.49838047359	-20950.92963862914	-320.5687418444506	3.5809721078767014	18.054697267436207	15	1	0.5726192671248184	0.9493791983795749	359.25	249.55555555555554	2116.375	2474.625	3103.0	1331.0	339.14285714285717	170.66666666666666	2697.285714285714	3035.4285714285716	2847.0	2883.0	6.787912277337646	0.7550954558434275
256000	-21288.284801618916	-20945.819022935833	-342.46577868308265	3.6318343081689273	18.141425413089735	16	0	0.5530198145129702	1.1906822855624732	431.0	183.5	2230.0	2660.0	1890.0	4130.0	346.875	196.0	2315.0	2660.875	4416.0	651.0	5.370804735555409	0.7141621276217857
257000	-21305.889518540964	-20934.591500669158	-371.29801787180725	3.734391698055762	18.918215984406643	18	0	0.5594544778083459	1.131967445013931	365.85714285714283	286.125	2718.5714285714284	3083.4285714285716	3988.0	2296.0	482.8181818181818	214.23529411764707	2225.4545454545455	2707.2727272727275	458.0	591.0	6.071422917047927	0.6020421357071414
258000	-21365.78195456844	-20936.099450020993	-429.6825045474477	3.8918696518750506	19.38743726314885	22	1	0.4326700971192076	1.4561411612536928	376.3	198.23076923076923	1913.5	2288.8	3994.0	1316.0	367.6666666666667	211.8125	2586.25	2952.9166666666665	4153.0	4156.0	5.002315311395579	0.5289926552194332
259000	-21325.46353568932	-20943.8174463934	-381.6460892959172	3.6193899886243543	18.811569491352852	19	0	0.6158366618468585	1.3813611967995094	272.55555555555554	229.3	2382.5555555555557	2654.1111111111113	402.0	3281.0	488.2	236.07142857142858	2805.2	3292.4	0.0	3047.0	4.014428134149936	0.47500174806119905
260000	-21358.55263170892	-20938.837909774724	-419.7147219341977	3.748529820629739	18.17172389627274	22	1	0.4929519883085666	1.2812621395741841	419.6	259.8333333333333	2938.7	3357.3	4723.0	1054.0	723.8333333333334	277.77777777777777	2593.3333333333335	3316.1666666666665	4416.0	4191.0	4.184489884073572	0.3322277572513367
261000	-21251.4349003798	-20934.56321553028	-316.8716848495215	3.668666985984636	19.033478812723263	15	0	0.5563219883707163	1.155155347782563	363.6666666666667	206.46153846153845	1706.6666666666667	2069.3333333333335	3118.0	905.0	410.6666666666667	191.875	2438.8333333333335	2848.5	2721.0	589.0	3.7993253541281167	0.3536003189425005
262000	-21271.414879443517	-20934.43165450603	-336.9832249374872	3.678124479623515	19.175818435527265	16	0	0.7310985848563897	1.2488817950573377	497.0	187.86666666666667	2533.0	3029.0	3118.0	3281.0	332.6666666666667	171.625	1486.3333333333333	1818.0	4416.0	1312.0	4.837405384276153	0.3590416719064359
263000	-21377.11202080626	-20932.85405000944	-444.25797079682127	3.704619172737943	18.76827317074075	22	0	0.3581857020800873	0.7824592508303291	414.72727272727275	207.3125	1873.2727272727273	2287.0	2235.0	3281.0	305.1818181818182	140.125	2248.2727272727275	2552.4545454545455	1709.0	1725.0	4.141993749190789	0.33220636051958785
264000	-21382.88318594673	-20939.952383229233	-442.93080271749415	3.9976103123058686	19.22506851876763	22	0	0.6237453623182617	1.3302426849466178	314.26666666666665	134.56521739130434	2117.8	2431.0666666666666	1757.0	4451.0	455.0	289.44444444444446	2419.0	2873.0	126.0	635.0	4.708942275701664	0.32150066139150435
265000	-21314.138732810086	-20936.030833677796	-378.10789913229013	3.6021994544929075	18.737777444890916	19	0	0.6465753674599792	1.2189970337286307	275.90909090909093	139.41176470588235	2465.090909090909	2740.0	4868.0	2578.0	378.375	194.0	1648.75	2026.125	122.0	3457.0	6.731291241819566	0.5649498020372765
266000	-21329.761778834174	-20938.623629033875	-391.1381498003008	3.6366289813261914	19.69606249624617	19	0	0.5176918505312121	1.1873134344933562	478.5	386.7142857142857	2162.6666666666665	2640.1666666666665	3107.0	2289.0	497.7692307692308	207.25	1539.4615384615386	2036.2307692307693	4427.0	605.0	7.195811560647189	0.8134513025715724
267000	-21181.424529247997	-20944.821990547192	-236.60253870080643	3.510145267585778	19.124367010935195	10	0	0.6896944404508611	0.9827885050087429	485.8	270.7142857142857	1524.6	2009.4	2123.0	2597.0	427.4	228.5	1454.0	1880.4	0.0	2859.0	7.9700283234747795	0.6625622365416308
268000	-21310.651218556988	-20939.725443778087	-370.9257747789016	3.588941999567817	18.30405909681911	18	0	0.7176879893399186	0.7909606753024497	282.3333333333333	191.36363636363637	3136.4444444444443	3417.777777777778	4562.0	3278.0	310.55555555555554	173.45454545454547	2070.1111111111113	2379.6666666666665	2095.0	769.0	7.7970522889390415	0.6387591468107254
269000	-21368.783531388475	-20940.01762824437	-428.76590314410305	3.8305686672188672	18.77572498667496	21	0	0.5221652220451936	0.9690800819020071	289.6363636363636	145.9375	1758.4545454545455	2047.090909090909	1772.0	537.0	384.6	173.73333333333332	2186.5	2570.1	2671.0	4999.0	8.648869568239203	0.8145434481518953
270000	-21173.35075322838	-20940.05394953523	-233.29680369314715	3.540700790533125	18.67643302487279	10	0	0.6656984923249607	0.7462223758422877	315.0	250.0	2367.0	2681.0	1930.0	3280.0	373.2	224.0	1464.0	1836.2	0.0	2851.0	6.161712429907628	0.6553136362519489
271000	-21375.27372247103	-20932.26464609611	-443.00907637491724	3.637564389095502	18.700400557228612	22	0	0.4285080063604798	1.2996356549963775	321.9	196.3846153846154	2284.4	2605.3	1808.0	4999.0	470.1666666666667	160.86363636363637	2495.6666666666665	2964.8333333333335	0.0	3178.0	5.922109326859933	0.8254038557645392
272000	-21237.16916893306	-20939.542055057813	-297.627113875246	3.801389000397004	19.546595846520486	14	0	0.5692304810558552	1.197101370635464	460.8	426.0	2871.6	3331.4	4220.0	4999.0	287.6666666666667	170.91666666666666	2127.3333333333335	2414.0	3110.0	2851.0	6.840693194807569	0.6571627146237418
273000	-21282.706015394073	-20940.8006566252	-341.90535876887355	3.5017516918750657	18.423535845244636	17	0	0.6226199173217105	0.8101129945472579	269.6666666666667	208.1	2852.777777777778	3121.4444444444443	4697.0	1082.0	431.625	255.63636363636363	1804.875	2235.5	3900.0	2145.0	6.885116156029627	0.5371242586268596
274000	-21259.689920577093	-20940.634052215748	-319.05586836134586	3.690116430942714	18.743344295226883	15	1	0.5054874466590644	1.2458065989501235	396.1111111111111	272.3	2671.0	3066.1111111111113	2124.0	2290.0	379.1666666666667	259.0	1658.0	2036.1666666666667	0.0	613.0	5.208659311601636	0.6380279629266389
275000	-21322.900000384976	-20940.78873281562	-382.11126756935516	3.9024723627919373	19.25537170179078	18	0	0.79209237698926	1.377048079647067	293.0	233.28571428571428	2240.0	2532.0	2740.0	1928.0	386.4166666666667	232.3125	2002.5	2387.9166666666665	2811.0	942.0	4.545865800598121	0.33231325295606656
276000	-21378.824035257727	-20944.486369474587	-434.33766578314	3.7275432568922073	18.756339534461436	21	0	0.5342476077058218	0.9881834409657957	430.6666666666667	259.38461538461536	2821.8888888888887	3251.5555555555557	2211.0	4092.0	323.25	108.0	1683.8333333333333	2006.0833333333333	115.0	685.0	5.564590444024475	0.4764456524204077
277000	-21263.627639145696	-20945.67749351798	-317.95014562771615	3.3737878174553497	19.00448862708884	14	0	0.628542819575854	0.7761033485072358	920.8	370.8888888888889	1459.2	2379.0	403.0	3229.0	519.1111111111111	202.6	1857.7777777777778	2375.8888888888887	0.0	3909.0	5.196338296114556	0.335700206254292
278000	-21306.23032041621	-20940.871425617464	-365.35889479874294	3.6935362257712043	18.91675842773435	18	0	0.5870127632195433	1.2229678573833007	847.5	302.27272727272725	1510.8333333333333	2357.3333333333335	1088.0	3216.0	432.75	172.125	2117.25	2549.0	4407.0	295.0	5.610441268758532	0.32993230754470015
279000	-21254.302243392718	-20941.38894481965	-312.91329857306727	3.899435581471935	19.361135369115527	15	1	0.651432791732258	1.1602622094777466	555.75	327.2	2062.0	2616.75	1628.0	3309.0	398.2857142857143	220.125	2626.8571428571427	3024.1428571428573	4446.0	4999.0	6.197847293339553	0.5855628437365926
280000	-21340.180916795525	-20944.34805513359	-395.8328616619376	3.6503819292979123	19.282892502749487	19	0	0.5678952165466347	0.7794700220174139	272.6666666666667	272.6666666666667	3108.0	3379.6666666666665	4973.0	1058.0	313.15384615384613	149.15	2332.6153846153848	2644.769230769231	219.0	3807.0	7.4783911403503005	0.7144866395397237
281000	-21245.523271398586	-20938.016890453324	-307.50638094526164	3.4741734227230543	18.527233628159877	14	0	0.4860696337075984	0.873966939711735	331.57142857142856	331.57142857142856	2880.1428571428573	3210.714285714286	1778.0	4386.0	285.2857142857143	190.5	2145.4285714285716	2429.714285714286	1738.0	2115.0	6.091391782458167	0.7924668688217555
282000	-21328.965666189266	-20935.653615634266	-393.31205055500004	3.739505286803095	19.22908730276812	20	0	0.5738871646272543	1.5187186179222092	586.3333333333334	225.52380952380952	2063.0	2648.3333333333335	406.0	3270.0	343.5	171.4	2593.375	2935.875	2226.0	4999.0	6.8512659552193	0.7318588511897135
283000	-21265.934930780062	-20936.848720375336	-329.0862104047256	3.7768326434520305	19.476235898286028	15	0	0.640911765395058	1.0679088409473172	585.8571428571429	294.8	2080.285714285714	2665.1428571428573	3260.0	1052.0	404.125	164.58333333333334	2182.375	2585.5	2700.0	4999.0	6.8524466416961225	0.5405161536124102
284000	-21274.151234763867	-20944.501908471353	-329.64932629251473	3.896616732325797	19.95706271187816	15	0	0.48038076010528086	0.809291979151484	476.0	476.0	2585.8	3060.8	4193.0	4729.0	310.0	123.875	1936.0	2245.0	534.0	2495.0	5.725914094014964	0.6841521320748358
285000	-21279.659589126037	-20938.04447135183	-341.61511777420503	3.3202060897860592	17.409941506719925	16	0	0.5306107056973609	0.7467362585305555	340.75	228.4	2520.0	2859.75	3124.0	3285.0	588.875	309.5	1811.375	2399.25	152.0	624.0	6.560092219870489	0.7565736882972056
286000	-21217.83302245759	-20940.254643571818	-277.57837888577495	3.509094372008838	18.24581947616055	12	0	0.6931739862554352	0.692380156894503	455.42857142857144	323.55555555555554	2475.4285714285716	2929.8571428571427	3769.0	4902.0	385.8	244.16666666666666	1760.2	2145.0	0.0	618.0	6.61024033110351	0.7282152783563094
287000	-21259.88444050831	-20940.5650923773	-319.31934813101157	3.528509516252873	18.19107954995021	15	0	0.4462183174654353	0.9568338914973812	354.5	251.25	1224.3333333333333	1577.8333333333333	3117.0	1030.0	456.3333333333333	181.42857142857142	2672.4444444444443	3127.777777777778	3439.0	618.0	5.231116923881392	0.5542160089997978
288000	-21279.029516147857	-20938.997545490573	-340.0319706572854	3.391959358458899	17.871322410358207	16	0	0.5138318241904306	0.999108848883239	267.75	170.27272727272728	2091.0	2357.75	1837.0	2299.0	377.625	244.4	1639.875	2016.5	559.0	1421.0	5.26133525251816	0.546091521869925
289000	-21179.004928791368	-20939.731862092915	-239.27306669845404	3.6661221871966543	18.772605320937064	10	0	0.5561321974060434	0.7225616748022459	400.4	296.0	2068.6	2468.0	410.0	1046.0	414.2	267.8333333333333	1811.6	2224.8	2674.0	649.0	4.6373505765274405	0.5565350759229329
290000	-21301.45391240529	-20940.786882102577	-360.6670303027115	3.677857565866653	19.375014266596672	17	0	0.3268061883270827	0.960030880626677	349.6	192.28571428571428	1863.2	2211.8	3112.0	143.0	357.7142857142857	201.77777777777777	2333.714285714286	2690.4285714285716	164.0	3310.0	4.695136090146677	0.5455174072728598
291000	-21423.452789230287	-20946.960008667815	-476.492780562473	3.6248930331880147	18.811708511657	24	1	0.35873643073263123	1.5272497129123632	490.5	177.95238095238096	2173.6666666666665	2663.1666666666665	1814.0	1048.0	415.1666666666667	187.13333333333333	1490.0833333333333	1904.25	1724.0	649.0	4.63725893421564	0.412047037138835
292000	-21345.521475471887	-20945.547189470046	-399.97428600184156	3.6248930331880147	19.16996015632616	20	0	0.3619920078595776	1.3197690736716257	248.5	140.94117647058823	2135.4166666666665	2382.9166666666665	1903.0	2461.0	341.375	179.2	1524.5	1864.875	190.0	694.0	5.711290877338796	0.6152324057253787
293000	-21352.262217414424	-20945.904381658132	-406.3578357562925	3.302074090394284	17.87979293928499	21	0	0.2948894398334064	0.9672289165479052	249.83333333333334	249.83333333333334	2739.0	2987.8333333333335	3027.0	3076.0	401.46666666666664	152.375	2032.2666666666667	2432.733333333333	0.0	1852.0	6.735167164625704	0.940626410068919
294000	-21333.902478152464	-20939.04139453981	-394.86108361265354	3.6496853718421134	19.370198534003134	20	0	0.6742511919222356	1.2139220588513204	527.2222222222222	301.3076923076923	2105.3333333333335	2631.5555555555557	408.0	4999.0	431.90909090909093	211.93333333333334	1869.090909090909	2300.0	1522.0	337.0	9.389700892255895	0.7423452027210795
295000	-21217.48413205328	-20933.92679805621	-283.55733399706895	3.6298168188560314	18.70051557034057	13	0	0.6561709313818642	1.1391806333463093	271.57142857142856	193.5	1941.0	2211.5714285714284	1946.0	4734.0	406.6666666666667	177.375	1226.1666666666667	1631.8333333333333	156.0	612.0	5.261075512650812	0.5098573424050051
296000	-21281.25214381475	-20935.466505465687	-345.7856383490621	3.5941204849039488	18.691743236813426	16	0	0.46080673618509976	0.9347923017089023	408.1666666666667	247.25	1997.8333333333333	2405.0	1754.0	2311.0	361.3	170.53333333333333	1537.9	1898.2	4423.0	1787.0	5.916823410263895	0.44971559775810244
297000	-21291.070469409045	-20937.561362465938	-353.5091069431075	3.8077862386065777	18.952262723162406	17	0	0.5327494958271594	1.1845675444993764	344.6666666666667	192.16666666666666	2030.7777777777778	2374.4444444444443	2581.0	4195.0	372.875	188.3	1823.375	2195.25	4423.0	4999.0	4.8680035062874065	0.7005431406250981
298000	-21277.424633117487	-20934.033037667847	-343.39159544963974	3.7485764997495195	19.106271236913372	16	0	0.5350395070231917	0.7965211506561681	464.57142857142856	262.55555555555554	1950.5714285714287	2414.1428571428573	429.0	2311.0	352.6666666666667	166.91666666666666	1867.111111111111	2218.777777777778	2681.0	1266.0	5.635140907382087	0.8108415110132835
299000	-21281.247908196074	-20935.417587415304	-345.8303207807681	3.5710704891060545	18.3513822285789	18	0	0.39783330602576594	1.24304001853487	434.22222222222223	294.90909090909093	1808.5555555555557	2241.777777777778	1759.0	177.0	267.22222222222223	137.08333333333334	2573.777777777778	2840.0	4422.0	612.0	5.2010097567562115	0.7927722019685731
300000	-21297.869538694198	-20934.52660283236	-363.3429358618375	3.8421449868740245	19.882924115493974	18	0	0.618696009493791	1.316980630938335	319.7142857142857	207.66666666666666	2164.1428571428573	2482.8571428571427	3132.0	285.0	369.27272727272725	191.25	2430.5454545454545	2798.818181818182	2386.0	3658.0	6.260555750098454	0.6090364067604115
301000	-21296.805683609684	-20934.08005853304	-362.72562507664406	3.968169272797076	19.287175677944887	17	1	0.5725851212261507	0.853732309605838	227.91666666666666	136.84615384615384	2395.25	2622.1666666666665	1349.0	3673.0	399.8	203.85714285714286	2402.0	2800.8	163.0	4999.0	6.413384343582691	0.6377280209861328
302000	-21280.23454014628	-20934.72117805919	-345.51336208709154	3.8365496159754304	19.825481190616177	16	0	0.5345455806498338	1.4716764341804778	250.55555555555554	122.21428571428571	2295.1111111111113	2544.6666666666665	435.0	2564.0	418.0	250.22222222222223	2141.1428571428573	2558.1428571428573	2671.0	4999.0	10.354902263112313	1.0147351210890698
303000	-21235.55866184302	-20938.887870168826	-296.67079167419365	3.6879041041504594	19.37301164211434	14	0	0.4924834717296303	1.0359154680955127	282.7142857142857	180.44444444444446	2192.5714285714284	2474.285714285714	435.0	4999.0	340.57142857142856	186.33333333333334	2595.8571428571427	2935.4285714285716	166.0	4999.0	8.364959961045912	1.0309245693166564
